Address,SubArea,Price,DaysOnMarket,Bedrooms,Bathrooms,FloorArea,YearBuilt,Age,Locker,Parking,MaintenanceFees,SalePricePerSquareFoot,List Price,Sold Price,Sold Date,View,VwSpecify,ValueOfView,ValueOfSubArea,Sold Timestamp
807 1288 W GEORGIA STREET,VVWWE,675000,15.0,1.0,1.0,586.0,1998.0,19,1.0,1.0,3.2106,11.5188,67.998,67.5,2017-11-20,Yes,CITY VIEW TOWARDS ALBERNI ST.,2.0,3.0,1511136000.0
907 1060 ALBERNI STREET,VVWWE,677000,7.0,1.0,1.0,652.0,1988.0,29,0.0,1.0,2.8704,10.3834,59.9,67.7,2017-10-17,Yes,SW - CITY,2.0,3.0,1508198400.0
2506 1331 W GEORGIA STREET,VVWCB,678000,7.0,1.0,1.0,553.0,1997.0,20,0.0,1.0,3.7591,12.260399999999999,59.8,67.8,2017-11-13,Yes,MOUNTAINS + WATER,2.0,1.0,1510531200.0
907 933 SEYMOUR STREET,VVWDT,680000,5.0,1.0,1.0,644.0,1998.0,19,0.0,1.0,2.6757,10.559000000000001,59.9,68.0,2017-11-20,Yes,CITY VIEW,2.0,2.0,1511136000.0
806 535 SMITHE STREET,VVWDT,680000,5.0,1.0,1.0,532.0,2010.0,7,1.0,1.0,2.2734,12.782,68.8,68.0,2017-10-16,,,0.0,2.0,1508112000.0
808 1367 ALBERNI STREET,VVWWE,680000,24.0,1.0,1.0,603.0,1999.0,18,1.0,1.0,3.2156000000000002,11.276900000000001,68.0,68.0,2017-11-27,Yes,CITY AND MOUNTAINS,2.0,3.0,1511740800.0
508 1088 RICHARDS STREET,VVWYA,680000,13.0,1.0,1.0,581.0,2011.0,7,0.0,0.0,2.2147,11.704,67.99,68.0,2017-12-17,,,0.0,4.0,1513468800.0
2509 1009 EXPO BOULEVARD,VVWYA,680000,34.0,1.0,1.0,677.0,1998.0,19,0.0,1.0,3.3481,10.0443,69.9,68.0,2017-10-22,Yes,CITY & MOUNTAINS,2.0,4.0,1508630400.0
1201 2055 PENDRELL STREET,VVWWE,680000,7.0,1.0,1.0,696.0,1965.0,52,1.0,1.0,4.3929,9.7701,65.99,68.0,2017-09-05,Yes,ENGLISH BAY & CITY SKYLINE,2.0,3.0,1504569600.0
904 488 HELMCKEN STREET,VVWYA,682000,6.0,2.0,2.0,735.0,1995.0,22,1.0,1.0,3.85,9.2789,67.9,68.2,2017-09-18,No,,-1.0,4.0,1505692800.0
1005 1020 HARWOOD STREET,VVWWE,682000,38.0,1.0,1.0,756.0,1988.0,29,1.0,1.0,4.1701999999999995,9.0212,69.8,68.2,2017-11-23,Yes,CITY & FALSE CREEK,2.0,3.0,1511395200.0
902 1010 BURNABY STREET,VVWWE,682500,14.0,1.0,1.0,739.0,1991.0,26,0.0,1.0,3.853,9.2355,70.0,68.25,2017-12-08,Yes,"WATER, CITY & MOUNTAIN VIEWS",2.0,3.0,1512691200.0
2507 161 W GEORGIA STREET,VVWDT,682800,8.0,1.0,1.0,553.0,2012.0,5,0.0,0.0,2.8536,12.3472,59.98,68.28,2017-10-10,Yes,UNOBSTRUCTED CITY VIEWS,2.0,2.0,1507593600.0
1102 788 HAMILTON STREET,VVWDT,683000,10.0,1.0,1.0,576.0,2009.0,8,0.0,1.0,2.0749,11.8576,59.8,68.3,2017-11-01,Yes,CITY VIEW,2.0,2.0,1509494400.0
2208 833 HOMER STREET,VVWDT,685000,8.0,1.0,1.0,533.0,2010.0,7,0.0,1.0,2.4304,12.8518,62.5,68.5,2017-09-04,Yes,"CITY, PARTIAL VIEW OF MOUNTAIN",2.0,2.0,1504483200.0
706 1277 NELSON STREET,VVWWE,685000,8.0,1.0,1.0,745.0,1995.0,22,1.0,1.0,3.2287,9.194600000000001,69.98,68.5,2017-11-14,Yes,"MOUNTAINS,CITY,PEAKABOO WATER",2.0,3.0,1510617600.0
508 928 BEATTY STREET,VVWYA,686000,13.0,1.0,1.0,675.0,2005.0,12,0.0,1.0,3.6736,10.163,69.9,68.6,2017-10-09,Yes,FALSE CREEK MARINA,1.0,4.0,1507507200.0
407 1705 NELSON STREET,VVWWE,687500,9.0,1.0,1.0,773.0,1987.0,30,0.0,1.0,2.6346,8.8939,69.9,68.75,2017-12-15,,,0.0,3.0,1513296000.0
1002 1252 HORNBY STREET,VVWDT,687500,49.0,1.0,1.0,703.0,2008.0,9,0.0,1.0,3.6122,9.7795,72.5,68.75,2017-10-30,,,0.0,2.0,1509321600.0
1508 1367 ALBERNI STREET,VVWWE,688000,42.0,1.0,1.0,603.0,1999.0,18,1.0,1.0,3.2156000000000002,11.409600000000001,68.8,68.8,2017-10-05,No,,-1.0,3.0,1507161600.0
1002 1010 RICHARDS STREET,VVWYA,688501,10.0,1.0,1.0,566.0,2003.0,14,1.0,1.0,2.7654,12.1643,63.9,68.8501,2017-10-02,,,0.0,4.0,1506902400.0
201 1500 PENDRELL STREET,VVWWE,690000,48.0,1.0,1.0,690.0,1979.0,38,1.0,1.0,3.1419,10.0,69.99,69.0,2017-11-27,,,0.0,3.0,1511740800.0
608 565 SMITHE STREET,VVWDT,690000,38.0,1.0,1.0,618.0,2009.0,8,1.0,1.0,2.8975,11.165,69.9,69.0,2017-10-01,,,0.0,2.0,1506816000.0
1201 909 MAINLAND STREET,VVWYA,690000,33.0,1.0,1.0,565.0,2007.0,10,1.0,1.0,2.4067,12.2124,69.9,69.0,2017-12-03,Yes,MOUNTAIN AND CITY VIEW,2.0,4.0,1512259200.0
2209 1009 EXPO BOULEVARD,VVWYA,690000,34.0,1.0,1.0,680.0,1998.0,19,1.0,1.0,3.34,10.1471,69.99,69.0,2017-12-10,Yes,CITY VIEW,2.0,4.0,1512864000.0
503 933 SEYMOUR STREET,VVWDT,690000,15.0,1.0,1.0,706.0,1998.0,19,0.0,0.0,2.9989999999999997,9.7734,77.9,69.0,2017-10-05,,,0.0,2.0,1507161600.0
702 1328 W PENDER STREET,VVWCB,690000,80.0,1.0,1.0,629.0,2003.0,14,1.0,1.0,2.3871,10.9698,69.99,69.0,2017-09-03,Yes,CITY,2.0,1.0,1504396800.0
1705 989 RICHARDS STREET,VVWDT,691000,12.0,1.0,1.0,550.0,2001.0,16,1.0,1.0,2.571,12.5636,59.9,69.1,2017-11-29,Yes,CITY VIEWS,2.0,2.0,1511913600.0
1701 1010 RICHARDS STREET,VVWYA,691071,8.0,1.0,1.0,541.0,2003.0,14,0.0,1.0,2.5566999999999998,12.774000000000001,64.8,69.1071,2017-10-17,Yes,CITY,2.0,4.0,1508198400.0
1808 188 KEEFER PLACE,VVWDT,694000,8.0,1.0,1.0,652.0,2009.0,8,1.0,1.0,2.8225,10.644200000000001,68.9,69.4,2017-09-19,Yes,FALSE CREEK & CITY VIEW,2.0,2.0,1505779200.0
1802 535 SMITHE STREET,VVWDT,695000,7.0,1.0,1.0,522.0,2010.0,7,1.0,1.0,2.2734,13.314200000000001,71.0,69.5,2017-11-13,Yes,CITY/WATER/MOUNTAIN VIEWS,2.0,2.0,1510531200.0
707 550 PACIFIC STREET,VVWYA,695000,65.0,1.0,1.0,556.0,2005.0,12,1.0,1.0,2.531,12.5,69.9,69.5,2017-11-15,Yes,CITY VIEW,2.0,4.0,1510704000.0
1902 1155 SEYMOUR STREET,VVWDT,695000,13.0,1.0,1.0,581.0,2005.0,12,1.0,1.0,2.6102,11.9621,67.8,69.5,2017-11-21,Yes,MOUNTAIN/PEEK-A-BOO WATER,2.0,2.0,1511222400.0
211 1055 RICHARDS STREET,VVWDT,698000,7.0,1.0,1.0,575.0,2009.0,8,1.0,1.0,2.5918,12.139100000000001,69.8,69.8,2017-12-04,No,,-1.0,2.0,1512345600.0
2501 1351 CONTINENTAL STREET,VVWDT,699000,8.0,1.0,0.0,581.0,2013.0,4,1.0,1.0,2.7555,12.030999999999999,69.9,69.9,2017-12-16,Yes,OCEAN VIEWS AND ENGLISH BAY,3.0,2.0,1513382400.0
3005 1199 SEYMOUR STREET,VVWDT,699000,8.0,1.0,1.0,573.0,2005.0,12,0.0,1.0,2.5,12.199000000000002,69.9,69.9,2017-09-22,Yes,GREAT CITY VIEW,2.0,2.0,1506038400.0
10B 789 HELMCKEN STREET,VVWDT,699000,10.0,1.0,1.0,807.0,1994.0,23,1.0,1.0,3.8695999999999997,8.6617,71.8,69.9,2017-09-15,Yes,CITYSCAPE,2.0,2.0,1505433600.0
1502 1277 NELSON STREET,VVWWE,699000,42.0,1.0,1.0,743.0,1995.0,22,1.0,1.0,3.14,9.4078,72.5,69.9,2017-11-07,Yes,"WATER, MOUNTAINS AND CITY",2.0,3.0,1510012800.0
1303 1351 CONTINENTAL STREET,VVWDT,700000,7.0,1.0,1.0,500.0,2014.0,3,1.0,1.0,2.4854,14.0,64.99,70.0,2017-11-14,Yes,CITY,2.0,2.0,1510617600.0
308 928 RICHARDS STREET,VVWYA,700000,6.0,1.0,1.0,561.0,2000.0,18,1.0,1.0,2.7981,12.4777,63.9,70.0,2017-12-12,No,,-1.0,4.0,1513036800.0
1502 1001 RICHARDS STREET,VVWDT,700000,18.0,1.0,1.0,574.0,2004.0,13,0.0,1.0,3.0273000000000003,12.1951,68.8,70.0,2017-09-19,Yes,CITY,2.0,2.0,1505779200.0
1707 928 RICHARDS STREET,VVWYA,702500,13.0,1.0,1.0,615.0,2000.0,17,1.0,1.0,3.08,11.4228,71.8,70.25,2017-10-23,Yes,CITY & MOUNTAIN,2.0,4.0,1508716800.0
708 1028 BARCLAY STREET,VVWWE,703500,3.0,1.0,1.0,566.0,2011.0,6,0.0,1.0,2.275,12.429300000000001,69.99,70.35,2017-12-14,Yes,CITY,2.0,3.0,1513209600.0
713 933 SEYMOUR STREET,VVWDT,705000,65.0,1.0,1.0,570.0,1998.0,20,0.0,1.0,2.3129,12.3684,74.9,70.5,2017-12-28,Yes,CITY,2.0,2.0,1514419200.0
605 907 BEACH AVENUE,VVWYA,705000,7.0,2.0,2.0,765.0,1993.0,24,0.0,1.0,3.6247000000000003,9.2157,68.0,70.5,2017-11-07,No,,-1.0,4.0,1510012800.0
1604 1010 RICHARDS STREET,VVWYA,705001,8.0,1.0,1.0,568.0,2003.0,14,0.0,1.0,2.7654,12.412,58.9,70.5001,2017-09-19,Yes,CITY VIEW,2.0,4.0,1505779200.0
1803 939 HOMER STREET,VVWYA,705500,8.0,1.0,1.0,594.0,1998.0,19,1.0,1.0,2.7866000000000004,11.8771,64.8,70.55,2017-11-22,Yes,CITY & MOUNTAIN,2.0,4.0,1511308800.0
804 565 SMITHE STREET,VVWDT,706500,5.0,1.0,1.0,560.0,2009.0,8,1.0,1.0,2.6433999999999997,12.6161,64.98,70.65,2017-10-21,Yes,CITY VIEW,2.0,2.0,1508544000.0
604 822 SEYMOUR STREET,VVWDT,707000,2.0,2.0,2.0,819.0,2005.0,12,0.0,1.0,4.0,8.6325,69.9,70.7,2017-09-30,,,0.0,2.0,1506729600.0
1409 1050 BURRARD STREET,VVWDT,707000,7.0,1.0,1.0,636.0,1994.0,23,1.0,1.0,2.8948,11.1164,64.9,70.7,2017-10-18,Yes,SUNNY CITY VIEW,2.0,2.0,1508284800.0
811 788 HAMILTON STREET,VVWDT,707000,33.0,1.0,1.0,761.0,2009.0,8,0.0,1.0,2.7405,9.2904,71.8,70.7,2017-10-31,Yes,GREENERY,1.0,2.0,1509408000.0
303 1325 ROLSTON STREET,VVWDT,708000,22.0,1.0,1.0,554.0,2014.0,4,0.0,1.0,2.4351,12.7798,69.8,70.8,2017-12-26,,,0.0,2.0,1514246400.0
2003 1740 COMOX STREET,VVWWE,708000,7.0,1.0,1.0,642.0,1976.0,41,1.0,1.0,3.6585,11.027999999999999,69.9,70.8,2017-10-17,Yes,DOWNTOWN + ENGLISH BAY,1.0,3.0,1508198400.0
905 1205 HOWE STREET,VVWDT,708000,2.0,1.0,1.0,656.0,2010.0,7,1.0,1.0,3.1263,10.7927,69.8,70.8,2017-11-01,Yes,CITYSCAPE,2.0,2.0,1509494400.0
601 1060 ALBERNI STREET,VVWWE,708000,7.0,1.0,1.0,651.0,1988.0,29,0.0,1.0,2.8362,10.875599999999999,64.9,70.8,2017-12-19,Yes,SOUTH - CITY,2.0,3.0,1513641600.0
203 1367 ALBERNI STREET,VVWWE,709500,5.0,2.0,1.0,650.0,1999.0,18,0.0,1.0,3.2522,10.9154,69.9,70.95,2017-09-04,,,0.0,3.0,1504483200.0
1509 888 HOMER STREET,VVWDT,710000,4.0,1.0,1.0,553.0,2011.0,6,1.0,1.0,2.6768,12.8391,68.8,71.0,2017-11-12,Yes,CITY AND PEEKABOO WATER,2.0,2.0,1510444800.0
1501 1740 COMOX STREET,VVWWE,710000,51.0,2.0,1.0,818.0,1977.0,40,1.0,1.0,4.52,8.6797,71.8,71.0,2017-09-17,Yes,ENGLISH BAY & MOUNTAINS,2.0,3.0,1505606400.0
1702 1003 BURNABY STREET,VVWWE,710000,74.0,1.0,1.0,662.0,1999.0,18,1.0,1.0,3.8561,10.7251,71.9,71.0,2017-12-02,Yes,NORTH SHORE MOUNTAIN & WATER,2.0,3.0,1512172800.0
2902 977 MAINLAND STREET,VVWYA,710000,23.0,1.0,1.0,526.0,2007.0,10,1.0,1.0,2.45,13.498099999999999,71.88,71.0,2017-09-29,Yes,CITY,2.0,4.0,1506643200.0
304 183 KEEFER PLACE,VVWDT,710500,48.0,1.0,1.0,850.0,1996.0,21,1.0,1.0,4.1947,8.3588,72.5,71.05,2017-11-25,No,,-1.0,2.0,1511568000.0
507 1495 RICHARDS STREET,VVWYA,711000,9.0,1.0,1.0,555.0,2004.0,13,0.0,1.0,2.83,12.810799999999999,69.9,71.1,2017-12-05,No,,-1.0,4.0,1512432000.0
1901 183 KEEFER PLACE,VVWDT,712000,15.0,1.0,1.0,759.0,1995.0,22,0.0,1.0,3.7434,9.3808,68.8,71.2,2017-12-01,Yes,"CITY, MTN & OCEAN VIEWS",2.0,2.0,1512086400.0
1011 939 EXPO BOULEVARD,VVWYA,714000,8.0,1.0,1.0,615.0,2005.0,12,1.0,1.0,3.43,11.6098,71.99,71.4,2017-10-31,Yes,FALSE CREEK,1.0,4.0,1509408000.0
1507 1295 RICHARDS STREET,VVWDT,715000,9.0,1.0,1.0,550.0,2003.0,15,1.0,1.0,2.2321,13.0,65.0,71.5,2017-12-27,Yes,CITY VIEW,2.0,2.0,1514332800.0
405 538 SMITHE STREET,VVWDT,715000,7.0,1.0,1.0,646.0,2008.0,9,1.0,1.0,3.1127,11.0681,66.9,71.5,2017-10-30,,,0.0,2.0,1509321600.0
502 1205 HOWE STREET,VVWDT,715000,36.0,1.0,1.0,660.0,2010.0,7,0.0,1.0,3.1263,10.8333,71.8,71.5,2017-11-28,,,0.0,2.0,1511827200.0
2606 1255 SEYMOUR STREET,VVWDT,715000,6.0,1.0,1.0,502.0,2008.0,9,1.0,1.0,2.0619,14.243,59.8,71.5,2017-11-21,Yes,CITY & PARK VIEWS,2.0,2.0,1511222400.0
2123 933 HORNBY STREET,VVWDT,715000,1.0,1.0,1.0,612.0,2003.0,14,0.0,1.0,2.5580000000000003,11.683,65.9,71.5,2017-10-12,Yes,GREAT VIEW FACING EAST,1.0,2.0,1507766400.0
1214 933 SEYMOUR STREET,VVWDT,715000,42.0,1.0,1.0,564.0,1998.0,19,0.0,1.0,2.3559,12.6773,72.98,71.5,2017-10-23,Yes,CITY,2.0,2.0,1508716800.0
2809 928 HOMER STREET,VVWYA,715000,11.0,1.0,1.0,556.0,2006.0,11,1.0,1.0,2.4067,12.8597,68.8,71.5,2017-09-19,Yes,"S. OVER YALETOWN, FALSE CREEK",1.0,4.0,1505779200.0
1404 1725 PENDRELL STREET,VVWWE,716500,11.0,1.0,1.0,679.0,1974.0,43,1.0,1.0,4.187799999999999,10.5523,62.0,71.65,2017-11-07,Yes,CITY AND MOUNTAIN VIEW,2.0,3.0,1510012800.0
907 1050 SMITHE STREET,VVWWE,718000,14.0,1.0,1.0,717.0,2005.0,12,0.0,1.0,3.2645,10.0139,69.98,71.8,2017-11-20,,,0.0,3.0,1511136000.0
2708 128 W CORDOVA STREET,VVWDT,718800,4.0,1.0,1.0,745.0,2009.0,8,0.0,1.0,4.266,9.6483,69.8,71.88,2017-10-22,Yes,CITY & FALSE CREEK,2.0,2.0,1508630400.0
2601 833 HOMER STREET,VVWDT,720000,20.0,1.0,1.0,644.0,2010.0,7,0.0,1.0,2.9760000000000004,11.1801,79.0,72.0,2017-12-04,Yes,CITY & MOUNTAIN VIEW,2.0,2.0,1512345600.0
2201 977 MAINLAND STREET,VVWYA,720000,12.0,1.0,1.0,583.0,2007.0,10,1.0,0.0,2.69,12.3499,67.8,72.0,2017-11-07,Yes,CITY VIEWS,2.0,4.0,1510012800.0
2105 930 CAMBIE STREET,VVWYA,720000,7.0,2.0,2.0,820.0,1995.0,22,0.0,1.0,4.7896,8.7805,73.8,72.0,2017-09-12,Yes,CITY VIEW,2.0,4.0,1505174400.0
603 888 PACIFIC STREET,VVWYA,720000,6.0,1.0,1.0,722.0,1994.0,23,0.0,1.0,3.4287,9.9723,69.9,72.0,2017-10-31,,,0.0,4.0,1509408000.0
611 833 HOMER STREET,VVWDT,720000,40.0,1.0,1.0,694.0,2010.0,7,0.0,1.0,3.22,10.374600000000001,75.9,72.0,2017-09-18,Yes,"CITY, HOMER STREET",2.0,2.0,1505692800.0
1811 928 BEATTY STREET,VVWYA,720000,7.0,1.0,1.0,615.0,2006.0,11,0.0,1.0,3.325,11.7073,69.9,72.0,2017-10-09,Yes,MOUNTAINS AND FALSE CREEK,2.0,4.0,1507507200.0
707 1188 HOWE STREET,VVWDT,720000,67.0,2.0,2.0,818.0,1994.0,23,1.0,1.0,4.0983,8.802,73.0,72.0,2017-09-24,Yes,CITY VIEWS,2.0,2.0,1506211200.0
707 822 HOMER STREET,VVWDT,721200,12.0,2.0,2.0,820.0,1999.0,18,1.0,1.0,4.6121,8.7951,69.9,72.12,2017-09-27,,,0.0,2.0,1506470400.0
1710 233 ROBSON STREET,VVWDT,722000,7.0,1.0,1.0,608.0,2009.0,8,0.0,1.0,2.2315,11.875,59.99,72.2,2017-11-14,Yes,CITYSCAPE,2.0,2.0,1510617600.0
2002 1283 HOWE STREET,VVWDT,723000,7.0,1.0,1.0,562.0,2018.0,0,0.0,0.0,2.3788,12.8648,67.8,72.3,2017-11-02,Yes,MOUNTAIN & CITY,2.0,2.0,1509580800.0
1205 1166 MELVILLE STREET,VVWCB,723000,45.0,1.0,1.0,600.0,1997.0,20,1.0,1.0,2.7025,12.05,72.9,72.3,2017-12-21,Yes,CORRIDOR WATER & MOUNTAIN VIEW,2.0,1.0,1513814400.0
1308 1133 HORNBY STREET,VVWDT,725000,116.0,1.0,1.0,653.0,2017.0,0,0.0,1.0,1.808,11.1026,76.8,72.5,2017-09-09,,,0.0,2.0,1504915200.0
1801 1008 CAMBIE STREET,VVWYA,725000,14.0,1.0,1.0,725.0,1997.0,20,0.0,1.0,3.745,10.0,72.5,72.5,2017-11-12,Yes,CITY & MTN/ OVERLOOKS YALETOWN,2.0,4.0,1510444800.0
2605 1255 SEYMOUR STREET,VVWDT,725000,8.0,1.0,1.0,547.0,2006.0,11,1.0,1.0,2.286,13.254100000000001,63.5,72.5,2017-10-31,Yes,"CITY, MOUNTAIN, WATER VIEWS-NW",2.0,2.0,1509408000.0
1609 1050 BURRARD STREET,VVWDT,726000,9.0,1.0,1.0,636.0,1994.0,23,1.0,1.0,2.8948,11.4151,68.9,72.6,2017-11-15,Yes,OPEN CITY VIEW,2.0,2.0,1510704000.0
2801 1283 HOWE STREET,VVWDT,727000,31.0,1.0,1.0,530.0,2018.0,0,0.0,0.0,2.06,13.717,65.8,72.7,2017-11-20,Yes,CITY,2.0,2.0,1511136000.0
2601 833 SEYMOUR STREET,VVWDT,728000,7.0,1.0,1.0,627.0,2011.0,6,0.0,1.0,2.1204,11.6108,69.9,72.8,2017-09-26,,,0.0,2.0,1506384000.0
2105 938 SMITHE STREET,VVWDT,729000,8.0,1.0,1.0,701.0,2005.0,12,0.0,1.0,2.9170999999999996,10.3994,68.9,72.9,2017-09-12,Yes,"CITY, PEEK-A-BOO WATER & MTN",2.0,2.0,1505174400.0
406 1420 W GEORGIA STREET,VVWWE,730000,8.0,1.0,1.0,679.0,2001.0,16,0.0,1.0,3.1494,10.7511,69.9,73.0,2017-10-03,,,0.0,3.0,1506988800.0
707 1060 ALBERNI STREET,VVWWE,730000,7.0,1.0,1.0,641.0,1988.0,29,1.0,1.0,2.7143,11.388499999999999,69.99,73.0,2017-10-09,Yes,CITY VIEW,2.0,3.0,1507507200.0
1603 108 W CORDOVA STREET,VVWDT,730000,16.0,1.0,1.0,682.0,2009.0,8,0.0,1.0,3.85,10.703800000000001,69.9,73.0,2017-09-29,Yes,"BURRARD INLET, CITY & MOUNTAIN",2.0,2.0,1506643200.0
2511 833 SEYMOUR STREET,VVWDT,731000,6.0,1.0,1.0,654.0,2011.0,6,0.0,1.0,2.23,11.1774,72.9,73.1,2017-10-02,Yes,"MTN, CITY, PEEK A BOO WATER",2.0,2.0,1506902400.0
410 1133 HOMER STREET,VVWYA,732000,6.0,1.0,1.0,617.0,2008.0,9,0.0,1.0,2.59,11.863900000000001,65.9,73.2,2017-12-11,Yes,YALETOWN URBAN STREETSCAPE,1.0,4.0,1512950400.0
2507 777 RICHARDS STREET,VVWDT,735000,7.0,1.0,1.0,505.0,2016.0,1,0.0,0.0,2.4868,14.5545,67.0,73.5,2017-09-11,Yes,NORTH - PARTIAL MTN VIEW,1.0,2.0,1505088000.0
901 128 W CORDOVA STREET,VVWDT,735000,8.0,2.0,2.0,888.0,2009.0,8,0.0,1.0,5.0698,8.277000000000001,74.9,73.5,2017-09-14,Yes,MOUNTAINS,2.0,2.0,1505347200.0
502 128 W CORDOVA STREET,VVWDT,735000,14.0,2.0,2.0,917.0,2009.0,8,0.0,1.0,5.255199999999999,8.0153,79.8,73.5,2017-09-20,Yes,CITY,2.0,2.0,1505865600.0
708 1003 BURNABY STREET,VVWWE,735000,44.0,2.0,1.0,702.0,1999.0,18,1.0,1.0,4.2033,10.4701,74.8,73.5,2017-12-12,Yes,PARTIAL WATER VIEW,3.0,3.0,1513036800.0
606 1308 HORNBY STREET,VVWDT,738500,8.0,1.0,1.0,655.0,2014.0,3,0.0,1.0,2.9353,11.2748,69.9999,73.85,2017-12-20,,,0.0,2.0,1513728000.0
2202 1033 MARINASIDE CRESCENT,VVWYA,740000,13.0,1.0,1.0,582.0,2001.0,16,0.0,1.0,2.6282,12.7148,74.8,74.0,2017-10-02,Yes,FALSE CREEK WATER & CITY VIEWS,2.0,4.0,1506902400.0
501 1005 BEACH AVENUE,VVWWE,743000,29.0,1.0,1.0,726.0,2004.0,13,1.0,1.0,4.0626999999999995,10.2342,76.8,74.3,2017-10-10,Yes,PEEK-A-BOO WATER,3.0,3.0,1507593600.0
1105 68 SMITHE STREET,VVWDT,743000,37.0,1.0,1.0,495.0,2016.0,1,1.0,1.0,2.32,15.0101,74.6,74.3,2017-12-03,Yes,WATER AND CITY,2.0,2.0,1512259200.0
3201 909 MAINLAND STREET,VVWYA,744000,6.0,1.0,1.0,572.0,2007.0,10,1.0,1.0,2.4067,13.007,73.8,74.4,2017-10-23,Yes,"MOUNTAIN, WATER AND CITY VIEW",2.0,4.0,1508716800.0
1002 1055 RICHARDS STREET,VVWDT,745000,0.0,1.0,1.0,562.0,2009.0,8,1.0,1.0,2.5272,13.2562,66.99,74.5,2017-11-20,Yes,CITYSCAPE,2.0,2.0,1511136000.0
2007 1188 HOWE STREET,VVWDT,745000,9.0,2.0,2.0,800.0,1994.0,23,1.0,1.0,3.0,9.3125,69.99,74.5,2017-10-04,Yes,.,1.0,2.0,1507075200.0
2710 928 BEATTY STREET,VVWYA,745000,7.0,1.0,1.0,675.0,2005.0,12,0.0,1.0,3.6736,11.037,72.88,74.5,2017-09-25,Yes,FALSE CREEK MARINA,1.0,4.0,1506297600.0
308 928 BEATTY STREET,VVWYA,745000,27.0,1.0,1.0,611.0,2005.0,12,1.0,1.0,3.4326999999999996,12.1931,74.8,74.5,2017-11-06,Yes,BUILDINGS,1.0,4.0,1509926400.0
1505 108 W CORDOVA STREET,VVWDT,748000,21.0,1.0,1.0,757.0,2009.0,8,0.0,1.0,4.1746,9.8811,74.8,74.8,2017-09-11,Yes,CITY VIEW,2.0,2.0,1505088000.0
903 1001 RICHARDS STREET,VVWDT,750000,7.0,1.0,1.0,606.0,2004.0,13,1.0,1.0,3.0273000000000003,12.376199999999999,59.99,75.0,2017-11-27,Yes,CITY,2.0,2.0,1511740800.0
1806 907 BEACH AVENUE,VVWYA,750000,3.0,1.0,1.0,676.0,1994.0,23,0.0,1.0,3.2288,11.0947,73.9,75.0,2017-10-14,Yes,"OCEAN, MOUNTAINS & CITY",2.0,4.0,1507939200.0
1402 1200 W GEORGIA STREET,VVWWE,750000,3.0,1.0,1.0,689.0,1998.0,20,1.0,1.0,3.8053,10.885299999999999,73.8,75.0,2017-09-08,Yes,MOUNTAIN AND WATER,2.0,3.0,1504828800.0
609 821 CAMBIE STREET,VVWDT,751000,7.0,1.0,1.0,666.0,2008.0,9,0.0,1.0,2.8106999999999998,11.2763,74.9,75.1,2017-10-23,,,0.0,2.0,1508716800.0
2612 833 SEYMOUR STREET,VVWDT,752000,5.0,1.0,1.0,621.0,2011.0,6,0.0,1.0,2.1204,12.1095,69.9,75.2,2017-10-03,,,0.0,2.0,1506988800.0
902 1351 CONTINENTAL STREET,VVWDT,755000,11.0,1.0,1.0,616.0,2013.0,4,1.0,1.0,3.0798,12.2565,76.5,75.5,2017-09-19,Yes,CITY VIEW,2.0,2.0,1505779200.0
2805 111 W GEORGIA STREET,VVWDT,757500,7.0,1.0,1.0,685.0,2007.0,10,0.0,1.0,3.1094999999999997,11.058399999999999,72.8888,75.75,2017-09-12,Yes,WEST SUNSET NW CYPRESS MOUNT.,1.0,2.0,1505174400.0
402 989 RICHARDS STREET,VVWDT,758000,8.0,1.0,1.0,650.0,2001.0,16,1.0,1.0,2.9309,11.6615,69.9,75.8,2017-10-17,Yes,OPEN SUNNY CITY EXPOSURE,2.0,2.0,1508198400.0
705 1008 CAMBIE STREET,VVWYA,759000,13.0,1.0,1.0,771.0,1997.0,20,0.0,1.0,3.7,9.8444,77.9,75.9,2017-11-06,Yes,.,1.0,4.0,1509926400.0
1203 1127 BARCLAY STREET,VVWWE,760000,13.0,2.0,1.0,805.0,1982.0,35,1.0,1.0,3.8327,9.441,76.9,76.0,2017-11-21,Yes,ENGLISH BAY & MOUNTAINS,2.0,3.0,1511222400.0
804 819 HAMILTON STREET,VVWDT,760000,5.0,2.0,1.0,760.0,1998.0,19,1.0,1.0,3.5179,10.0,74.8,76.0,2017-09-19,Yes,CITY VIEW,2.0,2.0,1505779200.0
2704 833 SEYMOUR STREET,VVWDT,760000,9.0,1.0,1.0,682.0,2011.0,6,0.0,1.0,2.3031,11.143699999999999,74.88,76.0,2017-10-13,Yes,BEAUTIFUL CITY VIEWS,2.0,2.0,1507852800.0
2610 928 BEATTY STREET,VVWYA,761500,9.0,1.0,1.0,660.0,2005.0,12,1.0,1.0,3.6736,11.5379,77.5,76.15,2017-11-29,Yes,FALSE CREEK/MOUNTAINS,2.0,4.0,1511913600.0
917 161 W GEORGIA STREET,VVWDT,762000,6.0,1.0,1.0,700.0,2012.0,5,0.0,0.0,3.5824000000000003,10.8857,69.98,76.2,2017-11-26,Yes,PEEK-A-BOO CITY VIEW,2.0,2.0,1511654400.0
1404 535 SMITHE STREET,VVWDT,762800,25.0,1.0,1.0,646.0,2012.0,5,1.0,1.0,2.7838,11.808,77.88,76.28,2017-12-15,Yes,WATER,3.0,2.0,1513296000.0
